date,total_trades,total_pnl,avg_pnl,median_size_usd,avg_sentiment,avg_pnl_7d,avg_sentiment_7d
2023-01-05,3,0.0,0.0,156.39,29.0,0.0,29.0
2023-05-12,9,0.0,0.0,1935.95,49.0,0.0,39.0
2024-01-01,18,-129.53146,-7.196192222222223,9216.095000000001,65.0,-2.3987307407407408,47.666666666666664
2024-01-02,6,0.0,0.0,252.115,71.0,-1.7990480555555557,53.5
2024-01-03,137,8244.241409,60.176944591240876,1000.87,70.0,10.59615047380373,56.8
2024-01-04,77,2507.963406,32.57095332467532,1041.48,68.0,14.258617615615663,58.666666666666664
2024-01-05,14,0.0,0.0,4871.745,72.0,12.221672241956282,60.57142857142857
2024-01-06,25,91.510419,3.66041676,333.0,70.0,12.744588921956282,66.42857142857143
2024-01-07,64,5065.839308,79.1537391875,423.28999999999996,71.0,24.052265948741997,69.57142857142857
2024-01-08,57,167.080017,2.9312283684210527,1002.35,71.0,25.499040318833895,70.42857142857143
2024-01-09,12,137.433093,11.452757750000002,499.67499999999995,76.0,27.135148568833895,71.14285714285714
2024-01-10,4,0.0,0.0,31787.215,73.0,18.53844219865662,71.57142857142857
2024-01-11,23,1040.4757359999999,45.23807547826086,2753.9,76.0,20.348031077740274,72.71428571428571
2024-01-12,416,40886.364494,98.28453003365385,296.565,71.0,34.38867822540511,72.57142857142857
2024-02-01,17,783.979116,46.11641858823529,2439.38,63.0,40.453821343724435,71.57142857142857
2024-02-02,42,456.423473,10.867225547619048,3708.865,63.0,30.698605109455734,70.42857142857143
2024-02-03,31,230.90060000000005,7.448406451612905,269.86,60.0,31.34391626419742,68.85714285714286
2024-02-04,41,883.760812,21.555141756097562,3300.9,60.0,32.78711397935422,66.57142857142857
2024-02-06,93,192.906947,2.074268247311828,221.94,64.0,33.08343801468448,65.28571428571429
2024-02-07,18,2421.253116,134.514062,218.55,62.0,45.837150374932925,63.285714285714285
2024-02-08,63,782.368191,12.418542714285715,2129.53,66.0,33.570580757880336,62.57142857142857
2024-02-09,2,0.0,0.0,15000.21,72.0,26.982520959561008,63.857142857142854
2024-02-10,4,0.0,0.0,20954.905000000002,74.0,25.430060167043997,65.42857142857143
2024-02-11,2,0.0,0.0,20000.0,71.0,24.36600210252787,67.0
2024-02-12,270,18489.604313,68.48001597407408,149.885,70.0,31.069555562238804,68.42857142857143
2024-03-01,67,866.015507,12.925604582089552,2102.78,80.0,32.61974646720705,70.71428571428571
2024-03-02,56,223.30918699999998,3.9876640535714283,3788.38,80.0,13.973118189145826,73.28571428571429
2024-03-03,79,8361.086245,105.83653474683545,805.5,83.0,27.318545622367218,75.71428571428571
2024-03-04,4,126.7884,31.6971,3443.955,82.0,31.84670276522436,77.14285714285714
2024-03-05,36,5306.017045,147.3893623611111,1991.1950000000002,90.0,52.9023259596688,79.42857142857143
2024-03-06,70,562.808208,8.040117257142859,221.95,75.0,54.050914139260634,80.0
2024-03-07,18,1118.387284,62.132626888888886,2957.515,82.0,53.14414426994847,81.71428571428571
2024-03-08,37,464.1897,12.545667567567568,4534.09,81.0,53.089867553588185,81.85714285714286
2024-03-10,9,100.375782,11.152864666666666,4525.05,79.0,54.113467641173216,81.71428571428571
2024-03-11,6,0.0,0.0,19456.93,82.0,38.99396267733958,81.57142857142857
2024-03-12,374,23576.539285,63.03887509358289,499.645,81.0,43.471359119279995,81.42857142857143
2024-04-01,5,-67.60364,-13.520728,3335.99,79.0,20.48420335340698,79.85714285714286
2024-04-02,35,47.62389499999999,1.360682714285714,2314.37,79.0,19.529998418713102,80.42857142857143
2024-04-03,300,27799.775742,92.66591914,902.695,71.0,23.891897311728975,78.85714285714286
2024-04-04,32,0.0,0.0,961.4749999999999,70.0,22.09965908779075,77.28571428571429
2024-04-05,9,0.0,0.0,3993.33,79.0,20.506392706838373,77.28571428571429
2024-04-06,53,52.211438,0.9851214716981133,340.43,75.0,20.64712434565239,76.28571428571429
2024-04-07,25,0.0,0.0,8103.87,78.0,11.641570760854831,75.85714285714286
2024-04-08,127,-122672.000883,-965.9212667952756,1111.06,76.0,-124.4156490670417,75.42857142857143
2024-04-09,34,1065.785132,31.346621529411763,103.485,80.0,-120.13194352202369,75.57142857142857
2024-04-10,1,0.0,0.0,0.34,78.0,-133.3699319705951,76.57142857142857
2024-04-11,36,2799.410474,77.76140205555555,7595.200000000001,76.0,-122.26116024837289,77.42857142857143
2024-04-12,319,292891.815021,918.1561599404388,272.25,79.0,8.904005457404082,77.42857142857143
2024-05-01,66,164.141565,2.486993409090909,4257.8,54.0,9.118558591317333,74.42857142857143
2024-05-02,72,-33.45419400000003,-0.4646415833333337,3621.485,43.0,9.052181222269713,69.42857142857143
2024-05-03,180,19791.026041,109.95014467222222,1247.5749999999998,48.0,162.74809714619798,65.42857142857143
2024-05-04,100,10706.484306,107.06484306,623.395,67.0,173.564985936282,63.57142857142857
2024-05-05,6,0.916,0.15266666666666667,251.54,69.0,173.58679546009154,62.285714285714285
2024-05-06,54,56.055506,1.038064925925926,526.8299999999999,71.0,162.6263187272873,61.57142857142857
2024-05-07,32,0.0,0.0,2858.9700000000003,68.0,31.46115302151033,60.0
2024-05-08,80,-13013.665169,-162.6708146125,2216.9700000000003,64.0,7.8671804469973425,61.42857142857143
2024-05-09,1,0.0,0.0,0.84,55.0,7.93355781604496,63.142857142857146
2024-05-10,37,5767.161892,155.86924032432432,11986.49,66.0,14.493428623488118,65.71428571428571
2024-05-11,10,678.4759280000001,67.8475928,18815.325,53.0,8.890964300630975,63.714285714285715
2024-05-12,456,71574.11848800001,156.96078615789474,326.56,56.0,31.292124227949273,61.857142857142854
2024-06-01,22,135.58166400000002,6.16280290909091,7353.530000000001,72.0,32.0242296541157,62.0
2024-06-02,1088,-215.615907,-0.19817638511029412,2164.67,73.0,31.995918741957087,62.714285714285715
2024-06-03,82,6814.825139,83.10762364634145,1942.915,73.0,67.10712420750586,64.0
2024-06-04,16,236.33513399999998,14.770945874999999,2257.3,73.0,69.21725933250586,66.57142857142857
2024-06-05,9,968.59038,107.62115333333333,14386.77,75.0,62.32467547665001,67.85714285714286
2024-06-06,234,274.173187,1.1716802863247862,554.615,78.0,52.79954511755354,71.42857142857143
2024-06-07,24,108.87217799999999,4.53634075,59.86,77.0,31.024624344997157,74.42857142857143
2024-06-08,107,267.318048,2.4982995140186914,123.95,72.0,30.50112385998684,74.42857142857143
2024-06-09,42,-1104.856765,-26.306113452380952,90.725,75.0,26.771418564662458,74.71428571428571
2024-06-10,22,130.487079,5.9312308636363635,6351.0599999999995,72.0,15.74621959570459,74.57142857142857
2024-06-11,15,2817.83723,187.85581533333334,6823.5,74.0,40.472629518323636,74.71428571428571
2024-06-12,403,-92624.64389500002,-229.83782604218365,497.04,72.0,-7.735796106750216,74.28571428571429
2024-07-01,97,-835.681235,-8.615270463917525,3003.94,53.0,-9.133931928213403,70.71428571428571
2024-07-02,15,241.24212,16.082808,337.68,51.0,-7.484436606784832,67.0
2024-07-04,23,0.0,0.0,680.92,44.0,-7.841336537358932,63.0
2024-07-05,18,883.537693,49.08542738888889,3417.135,29.0,2.9288835828224746,56.42857142857143
2024-07-06,440,8902.467416,20.23288049090909,468.885,26.0,4.971976386718579,49.857142857142854
2024-07-07,10,61.428942,6.1428942,39.9,29.0,-20.98701234661476,43.42857142857143
2024-07-08,33,188.789255,5.720886515151515,38.98,28.0,12.664232304433124,37.142857142857146
2024-07-10,21,0.0,0.0,3379.1,28.0,13.894985227849913,33.57142857142857
2024-07-11,113,4493.353136,39.764187044247784,143.99,29.0,17.27803937702817,30.428571428571427
2024-07-12,304,85906.279067,282.5864442993421,209.72500000000002,25.0,57.64753141979132,27.714285714285715
2024-08-01,128,-269.874439,-2.1083940546875,1850.245,52.0,50.334128356423264,31.0
2024-08-02,10,770.756024,77.07560240000001,2084.025,57.0,58.45451720057911,35.42857142857143
2024-08-03,67,4271.886236,63.7594960597015,482.56,37.0,66.6854603233936,36.57142857142857
2024-08-04,30,1218.4267,40.614223333333335,2618.825,34.0,71.67022272599101,37.42857142857143
2024-08-05,13,1.56576,0.12044307692307693,1400.0,26.0,71.68742887983716,37.142857142857146
2024-08-06,29,129.13883900000002,4.453063413793104,1887.13,17.0,66.64298264691507,35.42857142857143
2024-08-07,1,0.0,0.0,497.64,29.0,26.273490604151913,36.0
2024-08-08,9,-40.712216999999995,-4.5235796666666666,250.0,20.0,25.928464088154893,31.428571428571427
2024-08-09,1,0.0,0.0,0.11,48.0,14.917663745297748,30.142857142857142
2024-08-10,36,5396.546638,149.90407327777777,2491.3999999999996,40.0,27.224031919308647,30.571428571428573
2024-08-11,39,-64.41354100000001,-1.6516292564102566,2930.56,39.0,21.186052977916706,31.285714285714285
2024-08-12,420,15965.933436,38.014127228571425,352.9,25.0,26.599436428152185,31.142857142857142
2024-09-01,70,-826.349863,-11.804998042857143,5087.139999999999,26.0,24.27685622005929,32.42857142857143
2024-09-03,117,9949.501624,85.03847541880343,943.3,26.0,36.42520985131692,32.0
2024-09-04,3,0.0,0.0,10184.23,27.0,37.071435517983595,33.0
2024-09-05,28,1147.595856,40.985566285714285,3673.55,29.0,42.92651641594278,30.285714285714285
2024-09-06,17,0.0,0.0,148.46,22.0,21.511648804831662,27.714285714285715
2024-09-07,15,648.984412,43.265627466666665,197.8,23.0,27.92839976527122,25.428571428571427
2024-09-08,144,18082.071276,125.56993941666666,498.15999999999997,29.0,40.43637293499911,26.0
2024-09-09,2,0.0,0.0,2007.2150000000001,26.0,42.12280122683585,26.0
2024-09-10,14,396.06272,28.290194285714286,17148.715,33.0,34.015903922108826,27.0
2024-09-11,86,102.90894,1.196615581395349,433.685,37.0,34.18684900516531,28.428571428571427
2024-09-12,539,6310.967676,11.708659881261596,149.9,31.0,30.00443380452921,28.714285714285715
2024-10-01,193,-1517.091342,-7.860576901554404,1901.0,50.0,28.88149424716429,32.714285714285715
2024-10-03,42,2482.9272,59.117314285714286,1103.9299999999998,37.0,31.146020935599665,34.714285714285715
2024-10-04,41,5207.443414,127.01081497560976,3999.01,41.0,31.351860301162965,36.42857142857143
2024-10-05,22,2101.741695,95.53371340909092,5012.195,49.0,44.99953364531881,39.714285714285715
2024-10-06,53,31.266804999999998,0.589939716981132,501.9,50.0,41.04235442121408,42.142857142857146
2024-10-07,56,11977.734907,213.88812333928573,3237.335,50.0,71.42685552948413,44.0
2024-10-08,88,0.0,0.0,119.485,49.0,69.75418983216105,46.57142857142857
2024-10-09,3,-219.729659,-73.24321966666666,766.74,49.0,60.413812294287865,46.42857142857143
2024-10-10,16,0.0,0.0,20868.605,39.0,51.96848168204297,46.714285714285715
2024-10-11,173,991.114334,5.728984589595376,1110.6,32.0,34.64250591261234,45.42857142857143
2024-10-12,1596,39325.770231,24.640206911654136,257.42,49.0,24.514862127264227,45.42857142857143
2024-11-01,21,-164.08950099999998,-7.813785761904761,5005.45,75.0,23.314329915994815,49.0
2024-11-02,34,983.443176,28.924799294117648,710.625,72.0,-3.109002090457768,52.142857142857146
2024-11-03,42,3588.179495,85.43284511904761,480.955,74.0,9.095690069406176,55.714285714285715
2024-11-04,16,389.743164,24.35894775,1892.385,70.0,23.0388568432157,58.714285714285715
2024-11-05,9,251.604742,27.956082444444444,1500.46,70.0,27.032582906707763,63.142857142857146
2024-11-06,123,4320.631811,35.12708789430894,132.38,70.0,31.232311950238277,68.57142857142857
2024-11-07,19,1876.812082,98.77958326315789,8977.39,77.0,41.82365142902453,72.57142857142857
2024-11-08,24,847.7766200000001,35.32402583333334,200.41000000000003,75.0,47.98619594262997,72.57142857142857
2024-11-09,1,0.0,0.0,0.54,75.0,43.85408175775602,73.0
2024-11-10,26,8885.327477,341.74336450000004,16272.82,78.0,80.46987024074922,73.57142857142857
2024-11-11,373,6749.630996,18.09552545844504,1721.57,76.0,79.57509562766995,74.42857142857143
2024-11-12,1221,319051.554217,261.30348420720725,149.98,80.0,112.91043873663605,75.85714285714286
2024-12-01,7,-1925.519024,-275.0741462857143,43745.48,81.0,68.59597671091845,77.42857142857143
2024-12-02,16,913.8817869999998,57.11761168749999,6349.635,80.0,62.64426648582446,77.85714285714286
2024-12-03,8,3039.166,379.89575,7729.5,76.0,111.86879850963399,78.0
2024-12-04,129,-592.6458390000001,-4.594153790697676,1030.72,78.0,111.2124908252486,78.42857142857143
2024-12-05,23,0.0,0.0,999.93,84.0,62.39201018239145,79.28571428571429
2024-12-06,254,-21886.531493,-86.16744682283463,553.405,72.0,47.49729985649436,78.71428571428571
2024-12-07,19,1412.314654,74.33235021052631,3124.79,75.0,20.787137856968513,78.0
2024-12-08,48,858.6705000000001,17.88896875,160.74,79.0,62.63901143349913,77.71428571428571
2024-12-10,10,541.55471,54.155471,13531.815,78.0,62.215848478141986,77.42857142857143
2024-12-11,171,3494.399394,20.435084175438597,1761.14,74.0,10.864324788918927,77.14285714285714
2024-12-12,1932,599151.795008,310.1199767122153,210.555,83.0,55.823486289335065,77.85714285714286
2025-01-01,96,-9528.065344999999,-99.25068067708332,200.5,66.0,41.64481762118031,75.28571428571429
2025-01-02,634,32300.205017,50.946695610410096,589.245,70.0,61.23255225450098,75.0
2025-01-03,174,10596.108968,60.897177977011495,614.6800000000001,74.0,59.313241935427435,74.85714285714286
2025-01-04,192,-2202.6622420000003,-11.472199177083334,500.015,73.0,55.118789374415535,74.0
2025-01-05,1230,54536.829297000004,44.338885607317074,799.85,72.0,53.716420032603686,73.14285714285714
2025-02-01,361,8716.519087,24.145482235457067,249.68,68.0,54.24647689832061,72.28571428571429
2025-02-02,1319,162854.759623,123.46835452843062,679.1,60.0,27.581959443494224,69.0
2025-02-03,532,66914.320708,125.77879832330827,1487.225,44.0,59.72902787212159,65.85714285714286
2025-02-04,1076,202212.740938,187.930056633829,601.435,72.0,79.29807944689573,66.14285714285714
2025-03-01,508,6028.486793,11.867099986220472,221.93,20.0,72.29378259106844,58.42857142857143
2025-03-02,2380,348871.326269,146.58459086932774,885.895,26.0,94.87332402627001,51.714285714285715
2025-03-03,1482,616413.032233,415.9332201302294,998.7149999999999,33.0,147.95822895811463,46.142857142857146
2025-03-04,1748,-2365.961276,-1.353524757437071,796.26,15.0,144.31551367341547,38.57142857142857
2025-04-01,371,2553.537968,6.882851665768194,443.86,34.0,127.66044183589226,34.857142857142854
2025-04-02,2512,416876.88812,165.9541752070064,640.5999999999999,44.0,133.3997813907063,34.857142857142854
2025-04-03,2402,182075.566585,75.80165136761032,806.44,25.0,117.38143778124649,28.142857142857142
2025-04-04,1272,-25515.678949999998,-20.05949602987421,564.405,28.0,112.82049549323294,29.285714285714285
2025-05-01,239,3187.719363,13.337737920502093,110.97,53.0,93.78523078625787,33.142857142857146
2025-05-02,1297,56706.235562,43.721075992289904,953.58,67.0,40.61206733798078,38.0
2025-05-03,1660,269328.365917,162.24600356445782,1554.65,,63.98342852682291,41.833333333333336
2025-05-04,360,35907.33771,99.74260475,616.0,,77.24910753885602,43.4
2025-06-01,573,6064.185393,10.583220581151831,149.94,,55.05325687801967,43.25
2025-06-02,1703,33803.799733,19.84955944392249,502.35,,47.060100888921404,49.333333333333336
2025-06-03,760,16101.125561,21.18569152763158,1973.605,,52.95227053999366,60.0
2025-06-04,1048,47053.449272,44.89832945801527,784.05,,57.46092647392412,67.0
2025-07-01,637,16098.227531,25.271942748822607,319.62,,54.82533601057164,
2025-07-02,1524,22450.002091,14.730972500656167,503.32000000000005,,33.75176014431426,
2025-07-03,2552,150236.061627,58.86993010462382,1361.49,,27.912806623546235,
2025-07-04,2814,34527.370305,12.269854408315563,629.7349999999999,,28.153754313141054,
2025-08-01,1039,130117.090554,125.23300342059672,423.54,,43.20853202409452,
2025-08-02,575,586.703253,1.0203534834782608,387.72,,40.327769446358325,
2025-08-03,529,24700.773359,46.69333338185255,621.12,,40.584198578335084,
2025-08-04,943,34899.394798,37.00890222481442,944.26,,42.26090707490534,
2025-09-01,522,46975.928902,89.99220096168582,316.33500000000004,,53.01251114076672,
2025-09-02,764,150551.829492,197.05736844502616,421.645,,72.7535737608242,
2025-09-03,1422,19773.457395,13.905384947257385,1099.52,,72.98722098067303,
2025-09-04,3967,43120.444797,10.86978694151752,888.6,,56.64961862651886,
2025-10-01,819,-10116.875552000001,-12.352717401709404,500.18,,54.7391799286349,
2025-10-02,889,63908.49465,71.88807047244094,635.37,,58.33842808443324,
2025-10-03,2911,-10010.02727,-3.4386902335967022,907.26,,52.560200590374514,
2025-10-04,2127,158261.822261,74.40612236060178,999.97,,50.3336179330768,
2025-11-01,283,2269.080536,8.017952424028268,455.96,,23.32798707293424,
2025-11-02,848,-6093.784817,-7.186067001179245,674.3499999999999,,20.314922508871863,
2025-11-03,3286,-76880.729036,-23.3964482763238,580.875,,15.419746049180247,
2025-11-04,1096,126406.479081,115.33437872354014,650.835,,33.660759781358756,
2025-12-01,602,5742.241803,9.538607646179402,453.17499999999995,,24.753693663321393,
2025-12-02,1031,19848.635032,19.251828353055284,923.74,,27.99519631855739,
2025-12-03,3968,288105.984215,72.60735489289314,828.9200000000001,,27.738229537456156,
2025-12-04,2109,410419.694533,194.60393292223802,1229.78,,54.39336960862897,
